value;posProb;negProb;overallProb
0;-0.31538467500111667;-0.11004341131730887;-0.1388364448542158
1;-1.4506143269074496;-2.4126285043113547;-2.188007922231295
2;-3.417726683613366;-4.485290359005812;-4.24029847484518
3;-5.720311776607412;-5.698312998851666;-5.780743515792329
