value;posProb;negProb;overallProb
0;-0.8643828722721372;-1.0742318485778763;-1.0379876668516748
-1;-2.4244749106030827;-1.543700384615446;-1.6402577975723736
1;-1.5081841787289274;-2.1275007116646703;-2.002251902988706
2;-1.3135925293431585;-1.121729360624991;-1.1492560214868646
