value;posProb;negProb;overallProb
0;-1.6805338341178306;-1.0883122884900387;-1.1603783071312206
1;-1.556919878150654;-1.6275671537765464;-1.61588538802507
2;-0.915474071967599;-1.3574808432151448;-1.2731493136795315
3;-1.8317648038417542;-2.090464310970586;-2.0455742665127525
4;-3.5263605246161616;-2.8085504398777834;-2.8955264084848293
5;-4.33729074083249;-3.6660006717290052;-3.755304930095642
