value;posProb;negProb;overallProb
0;-1.5098221807331658;-1.4244799720405255;-1.4371952625140632
1;-1.5398996359704438;-1.5228327505409471;-1.525387974549524
2;-1.0969769653273789;-1.510341262646918;-1.4328756013695467
3;-2.888736434555434;-2.09015975789986;-2.181407921080576
4;-1.7422681247096892;-1.6257134137189908;-1.6431710102059074
