value;posProb;negProb;overallProb
0;-0.13329684354405244;-0.15710128480662097;-0.15286516737358583
1;-2.2221635256834715;-2.0821883769183;-2.1041856091571467
2;-4.109233174715851;-3.876395827784995;-3.9215875089985395
