value;posProb;negProb;overallProb
0;-3.2796027432424455;-1.7757446232510101;-1.90633346548337
1;-0.9901469416901927;-1.0727539627631495;-1.0587884779479915
2;-1.0169342576538425;-1.1543562118021233;-1.131016482589863
3;-1.6193064135748543;-1.908248794419003;-1.857378543096249
4;-3.470657980005155;-3.6897936702373397;-3.660737148167656
