value;posProb;negProb;overallProb
1;-0.4079312006033579;-0.36221996218520086;-0.36884022920918297
2;-1.5139784677589856;-1.7733382930338175;-1.7287013332609182
3;-2.1633230256605382;-2.009128806048795;-2.0329449143017007
