value;posProb;negProb;overallProb
-1;-0.31538467500111667;-0.11004341131730887;-0.1388364448542158
0;-2.606796467397037;-3.300417726053295;-3.159704691679749
1;-4.334017415487521;-5.205836513753871;-5.046774340712129
2;-1.6949600858722624;-2.783002292608249;-2.5162571796720763
