value;posProb;negProb;overallProb
0;-0.8375098540210407;-0.7534290823181904;-0.7656736246282079
1;-1.1302552284293685;-1.366384201160561;-1.3254276964606913
2;-2.0959708436310467;-2.2643257943665196;-2.2373716453496315
3;-2.109393863963187;-1.770058798494937;-1.8167607714334721
