value;posProb;negProb;overallProb
0;0.7295081967213115;0.8957952468007313;0.8703703703703703
1;0.23442622950819672;0.08957952468007313;0.11213991769547325
2;0.03278688524590164;0.011273613650213284;0.01440329218106996
3;0.003278688524590164;0.0033516148689823277;0.0030864197530864196
