value;posProb;negProb;overallProb
1;0.6650246305418719;0.6961292288936299;0.6915358888603036
2;0.2200328407224959;0.16976531545260592;0.17751479289940827
3;0.11494252873563218;0.13410545565376408;0.13094931824028813
