value;posProb;negProb;overallProb
-1;0.7307060755336617;0.8960682718683328;0.8705942886544893
0;0.07389162561576355;0.03687900030478513;0.04244918960638024
1;0.19540229885057472;0.06705272782688204;0.08695652173913043
