value;posProb;negProb;overallProb
0;0.18627450980392157;0.33678440925700365;0.3133676092544987
1;0.2107843137254902;0.1964068209500609;0.1987146529562982
2;0.40032679738562094;0.25730816077953717;0.2799485861182519
3;0.16013071895424835;0.12362971985383678;0.12930591259640103
4;0.029411764705882353;0.06029232643118149;0.055269922879177376
5;0.013071895424836602;0.025578562728380026;0.02339331619537275
